"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UROC1",1396.96322796095,-1.25583468570568,1.11839394493945,-1.12289117031447,0.261483718000581,0.725777476324713
"BRPF3",1354.94728219457,0.078593033288517,0.270099144067652,0.29097846111216,0.771067792649265,0.950834677321686
"PECAM1",1318.20284619712,-0.00680388532191248,0.347009167976741,-0.0196072206437166,0.984356703700769,0.997658980751481
"ZMAT2",1296.45212675198,0.764866286330762,0.189147753731466,4.04375030229883,5.26029413697925e-05,0.0292362363881115
"SCML1",1312.87262256541,-0.464283297841381,0.324422823793716,-1.43110553200965,0.152399972067326,0.616595384700816
"ECHDC1",1298.74589570801,0.417868757409382,0.318081946065061,1.3137141625885,0.188942413102715,0.658529607562353
"FZD5",1337.54534600205,-0.0913226957685451,0.262377383624183,-0.348058565517794,0.727796200962739,0.941141848643611
"OR2I1P",1221.94159071168,2.45413077190871,0.981219159817166,2.50110359887998,0.0123806955553835,0.271059008564949
"NBPF12",1347.88637466281,-0.312395516337904,0.372346238886456,-0.83899200183184,0.401473797859063,0.819457427110182
"SLC25A16",1311.55818723442,0.31787560828607,0.287762473975631,1.1046458000392,0.269313097245467,0.732955656788373
"SF3A1",1333.96593646677,0.239653420670275,0.250081599365032,0.958300895702704,0.337911052290321,0.779468941937114
"DHCR7",1354.60188542625,0.0982927759157723,0.422841870915857,0.232457527687299,0.81618267171833,0.961329106044293
"RETREG3",1345.52845688703,0.116464537315508,0.186795642240303,0.62348637215895,0.532964954922386,0.879676172843765
"TBC1D14",1305.32403596479,0.528567907450763,0.238636409723586,2.21495080345454,0.0267634414755236,0.355284216919916
"IDE",1291.65812819669,0.350181702635466,0.359961908065508,0.972829887799512,0.330637855654186,0.774811436215193
"LYPLA1",1282.58226157172,0.15418680761539,0.314491494443996,0.490273378896888,0.623940462122347,0.910968729725879
"ATP6AP1",1345.11367759469,-0.0608310625034395,0.192168774941255,-0.3165501914764,0.751584934864014,0.945504943952904
"OST4",1318.37263833621,0.249522516056579,0.228365228708535,1.09264671100629,0.274548945282328,0.736989321612598
"GRSF1",1296.56491481444,0.265730057910918,0.162669663491534,1.63355632640593,0.102352044495714,0.545731362588448
"WASL",1304.75519877745,0.27115011539086,0.285191372850088,0.95076549013771,0.341723434645086,0.781912434256038
